bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,year,month,Actual_Price,Predicted_Price
4.0,2.0,1210,11100,1.0,0,0,4,1210,0,1955,2009,Bellevue,WA 98006,2014,6,483300.0,450340.0
4.0,2.75,1680,11180,1.0,0,0,4,1680,0,1966,0,Redmond,WA 98052,2014,5,625000.0,549148.67142858
2.0,1.0,700,10540,1.0,0,0,3,700,0,1953,0,Normandy Park,WA 98166,2014,5,192000.0,269253.74
3.0,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0,Covington,WA 98042,2014,6,239950.0,257163.63666665004
3.0,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0,Issaquah,WA 98027,2014,5,500324.0,559843.15
4.0,2.25,2600,6390,1.0,0,0,3,1390,1210,1978,0,Federal Way,WA 98023,2014,7,245000.0,344500.55
3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,Seattle,WA 98115,2014,5,478000.0,444843.075
6.0,2.75,2300,24773,1.5,0,0,4,2300,0,1950,1985,Mercer Island,WA 98040,2014,5,900000.0,596653.0
3.0,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0,Bellevue,WA 98006,2014,5,746000.0,768591.3125
3.0,2.0,1400,45738,2.0,0,0,4,1400,0,1981,0,Vashon,WA 98070,2014,6,410000.0,341971.33333333
4.0,3.5,2970,14486,2.0,0,0,3,2340,630,1997,0,Mercer Island,WA 98040,2014,6,905000.0,734208.02333333
5.0,2.5,2300,23345,1.0,0,0,5,1170,1130,1967,0,Renton,WA 98059,2014,6,453500.0,441509.91666662006
3.0,1.0,950,9400,1.0,0,0,4,950,0,1954,1979,Bellevue,WA 98006,2014,7,248000.0,495085.1
3.0,2.0,1570,5706,1.0,0,0,3,1570,0,1998,2006,Auburn,WA 98092,2014,5,265000.0,258042.30285714
3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,Kirkland,WA 98034,2014,5,350000.0,326791.18571429
2.0,2.25,1730,31491,2.0,1,2,4,1730,0,1947,1988,Vashon,WA 98070,2014,5,800000.0,409419.61333333
4.0,3.5,3500,8547,2.0,0,0,3,2500,1000,1994,0,Bellevue,WA 98006,2014,6,799000.0,890565.18
3.0,2.25,2610,9002,2.0,0,0,3,2610,0,1988,2000,Redmond,WA 98052,2014,6,675000.0,706855.2956521701
3.0,1.75,1500,11968,1.0,0,0,3,1500,0,2014,0,Black Diamond,WA 98010,2014,6,224000.0,313324.00874999666
2.0,1.75,1590,11276,1.0,0,0,4,1590,0,1972,0,Auburn,WA 98002,2014,6,225500.0,247958.04777776002
2.0,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,Des Moines,WA 98198,2014,6,210000.0,236080.58
4.0,3.0,3240,5562,2.0,0,0,3,3240,0,2013,1923,Sammamish,WA 98075,2014,6,895000.0,759205.93
3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,Renton,WA 98057,2014,5,175000.0,213750.58
3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,Seattle,WA 98116,2014,5,523000.0,491523.32571428997
3.0,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,Seattle,WA 98103,2014,5,369950.0,409782.83333333
4.0,3.5,3910,59863,2.0,0,0,4,2490,1420,1987,0,Issaquah,WA 98027,2014,6,780000.0,763143.2
4.0,1.0,1290,5000,1.5,0,0,3,1290,0,1957,2000,Seattle,WA 98146,2014,5,173666.666667,406104.78785716
3.0,2.0,1310,6738,1.0,0,0,4,1310,0,1990,0,Covington,WA 98042,2014,6,249900.0,218932.33333333
3.0,2.0,2020,8555,1.0,0,0,4,1220,800,1957,2001,Seattle,WA 98125,2014,6,300000.0,440176.6
4.0,2.5,2920,9904,2.0,0,0,4,2920,0,1990,0,Issaquah,WA 98029,2014,5,690000.0,674002.21
3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,1972,Bellevue,WA 98005,2014,5,530000.0,577998.16666666
4.0,1.75,1670,9886,1.0,0,0,5,1670,0,1947,0,Seattle,WA 98125,2014,6,456000.0,478466.15
4.0,2.5,3470,32109,2.0,0,0,3,3470,0,1995,0,Woodinville,WA 98077,2014,6,875000.0,810038.875
4.0,3.5,2370,3692,2.5,0,0,3,2370,0,2013,1923,Renton,WA 98056,2014,6,400000.0,444191.45000002993
3.0,2.0,1700,4250,1.0,0,0,3,890,810,1944,0,Seattle,WA 98199,2014,5,410000.0,531512.46666667
3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,Seattle,WA 98117,2014,5,518000.0,513274.125
3.0,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,Auburn,WA 98001,2014,5,172500.0,186255.31999999002
3.0,1.5,1010,9600,1.0,0,0,4,1010,0,1962,0,Des Moines,WA 98198,2014,6,160000.0,201312.4
5.0,1.75,2330,14322,1.0,0,0,4,1180,1150,1968,0,Renton,WA 98059,2014,6,350000.0,411784.03333332
4.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,Seattle,WA 98109,2014,7,860000.0,665761.5
4.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,North Bend,WA 98045,2014,7,449990.0,488575.59666667
4.0,1.5,1390,7200,1.0,0,0,3,1140,250,1965,1993,Seattle,WA 98133,2014,5,400000.0,356476.77666667
3.0,2.5,3030,30007,1.5,0,0,4,3030,0,1992,0,Woodinville,WA 98077,2014,5,766950.0,674259.937
3.0,1.0,1660,7210,1.0,0,0,3,1100,560,1963,2008,Auburn,WA 98001,2014,5,225000.0,227228.63555556
3.0,3.5,3250,6000,2.0,0,0,3,2500,750,2001,0,Seattle,WA 98136,2014,6,875000.0,862327.8
5.0,1.75,2220,6000,1.5,0,0,3,1420,800,1923,1998,Seattle,WA 98199,2014,5,607500.0,634200.72
5.0,2.0,2190,9072,1.0,0,0,5,1110,1080,1965,0,Redmond,WA 98052,2014,7,600000.0,541260.5
4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,Seattle,WA 98146,2014,5,312000.0,395036.35666667
3.0,1.75,1580,7416,1.0,0,0,3,1150,430,1967,2011,Bellevue,WA 98005,2014,5,600000.0,512828.3333333001
3.0,2.5,1950,6871,2.0,0,0,3,1950,0,1997,0,Shoreline,WA 98155,2014,6,375000.0,391752.0
4.0,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013,Auburn,WA 98001,2014,6,250600.0,264454.00000001
2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,Bellevue,WA 98004,2014,5,1065000.0,694794.4
3.0,2.5,2370,11172,2.0,0,0,3,2370,0,1993,0,Newcastle,WA 98056,2014,6,640000.0,524814.6
4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,1954,1979,Seattle,WA 98199,2014,5,794154.0,601941.00000001
3.0,1.0,1480,7284,1.0,0,0,3,970,510,1963,2008,Shoreline,WA 98133,2014,6,336500.0,332856.48333334
3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,Seattle,WA 98103,2014,5,406100.0,434883.08222222
3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,Seattle,WA 98106,2014,6,310000.0,347075.66666667996
3.0,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,Burien,WA 98166,2014,5,246000.0,216116.13555556
2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,Seattle,WA 98144,2014,5,430000.0,463404.8
3.0,1.5,1430,7347,1.0,0,0,3,820,610,1980,0,Federal Way,WA 98023,2014,6,198000.0,195914.44444445
4.0,2.5,2360,4367,2.0,0,0,3,2360,0,2003,0,Woodinville,WA 98072,2014,5,490000.0,485255.37666666997
3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989,Seattle,WA 98117,2014,6,552000.0,427286.0
2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,Seattle,WA 98126,2014,5,450000.0,344952.27993794
4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,Seattle,WA 98118,2014,5,657000.0,679743.18333333
3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,Kirkland,WA 98033,2014,5,374000.0,613679.17142858
3.0,2.25,1440,7673,1.0,0,0,3,940,500,1982,0,Kent,WA 98031,2014,5,249000.0,253203.61333333
2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,Seattle,WA 98107,2014,6,448000.0,488825.54846153996
1.0,0.75,930,29258,1.0,0,0,3,930,0,1941,1994,Seattle,WA 98178,2014,6,190000.0,216408.915
3.0,2.5,2920,34527,1.0,0,4,4,1800,1120,1954,1983,Seattle,WA 98116,2014,5,1015000.0,782604.5
4.0,3.0,3520,4895,1.0,0,0,3,1980,1540,1954,2005,Seattle,WA 98107,2014,6,800000.0,824176.13142857
4.0,2.75,3270,12880,2.0,0,0,3,3270,0,2014,0,Kirkland,WA 98033,2014,6,723243.75,969331.7225
2.0,1.0,1110,26051,1.0,0,0,3,1110,0,1951,1994,SeaTac,WA 98168,2014,5,250000.0,171103.94794868998
3.0,1.75,1200,24805,1.0,0,0,3,1200,0,1984,0,Kent,WA 98031,2014,7,250000.0,299936.21666666004
3.0,1.0,910,7700,1.0,0,0,4,910,0,1971,0,Kirkland,WA 98034,2014,6,300000.0,316069.9
4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,Seattle,WA 98115,2014,5,650000.0,683261.44
3.0,1.5,1530,23660,1.0,0,0,3,1530,0,1952,2008,Lake Forest Park,WA 98155,2014,6,450000.0,351589.55
4.0,2.25,2400,5350,1.5,0,0,4,1460,940,1929,0,Seattle,WA 98117,2014,6,620000.0,621202.0
3.0,2.25,1900,46609,1.5,0,0,4,1440,460,1969,0,Woodinville,WA 98072,2014,7,600000.0,445489.20833333
3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,North Bend,WA 98045,2014,5,320000.0,284771.46
5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,Kirkland,WA 98034,2014,5,455000.0,521145.64285715995
3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,Seattle,WA 98133,2014,6,385000.0,576529.83333333
3.0,1.5,1200,6240,1.0,0,0,3,1030,170,1952,2008,Seattle,WA 98112,2014,6,718500.0,408276.2
3.0,1.0,1320,5000,1.5,0,0,3,1320,0,1912,1994,Seattle,WA 98116,2014,7,201500.0,484720.0
3.0,1.0,1140,8366,1.0,0,0,5,1140,0,1943,0,Renton,WA 98058,2014,6,171224.8,197699.25786325
4.0,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,2001,Seattle,WA 98199,2014,5,0.0,597912.1971428001
3.0,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0,Issaquah,WA 98029,2014,6,534500.0,509017.52
3.0,1.75,1180,4080,1.0,0,0,4,760,420,1928,0,Seattle,WA 98117,2014,6,450000.0,425953.0
3.0,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,Seattle,WA 98133,2014,6,435000.0,418298.24444445997
4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,Seattle,WA 98112,2014,5,831000.0,659519.435
3.0,2.5,1350,1250,3.0,0,0,3,1270,80,2006,0,Seattle,WA 98136,2014,5,394950.0,441097.18825397
5.0,2.25,2520,49222,2.0,0,0,4,2520,0,1978,2000,Issaquah,WA 98027,2014,6,535000.0,599740.04
3.0,2.0,2520,5400,1.5,0,0,4,1410,1110,1906,1990,Seattle,WA 98119,2014,5,840500.0,702116.15428571
3.0,1.0,1430,10005,1.5,0,0,4,1430,0,1950,1983,Seattle,WA 98133,2014,6,400000.0,351801.12583334
4.0,2.5,3500,7048,2.0,0,0,3,3500,0,2005,0,Redmond,WA 98053,2014,6,780000.0,802750.2
4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,Shoreline,WA 98155,2014,5,625000.0,541568.2175
4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,Redmond,WA 98074,2014,5,611000.0,673277.2571428401
3.0,1.5,1520,7123,1.0,0,0,4,1520,0,1959,0,Renton,WA 98056,2014,7,292600.0,304663.72
3.0,2.25,1860,15559,2.0,0,0,4,1860,0,1963,0,Enumclaw,WA 98022,2014,6,380000.0,336339.58428572
4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,Bellevue,WA 98006,2014,5,430000.0,545325.33333335
2.0,1.0,1150,4400,1.0,0,0,4,1150,0,1905,0,Seattle,WA 98112,2014,5,463000.0,503534.375
4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,Auburn,WA 98001,2014,5,329995.0,324569.23743586993
4.0,2.5,2840,4500,2.0,0,0,3,2840,0,2012,1912,Kenmore,WA 98028,2014,5,557000.0,543840.40666667
4.0,2.5,3340,8930,2.0,0,2,3,3340,0,1999,0,Snoqualmie,WA 98065,2014,7,720000.0,677585.55
2.0,1.0,1210,4800,1.0,0,0,3,1060,150,1950,2005,Seattle,WA 98108,2014,6,380000.0,287149.22428573
4.0,2.5,2160,7826,1.0,0,0,4,1390,770,1976,1992,Lake Forest Park,WA 98155,2014,6,440000.0,351960.07285714
4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0,Seattle,WA 98109,2014,5,1105000.0,899354.0
3.0,2.5,2680,9750,1.0,0,0,4,1610,1070,1979,0,Kirkland,WA 98034,2014,6,653000.0,587589.05
3.0,1.75,2220,11646,1.0,0,0,3,1270,950,1950,2005,Kenmore,WA 98028,2014,7,320000.0,356401.0
3.0,2.0,2540,237402,1.0,0,0,3,2540,0,2007,0,Enumclaw,WA 98022,2014,6,600000.0,539947.71333333
3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,Seattle,WA 98117,2014,5,790000.0,761735.79285713
3.0,1.5,1770,17208,1.0,0,0,3,1160,610,1959,1989,Bellevue,WA 98006,2014,5,254000.0,539461.4999999601
3.0,2.25,1481,2820,2.0,0,0,3,1481,0,2012,1912,Auburn,WA 98002,2014,6,240000.0,278688.24999999
5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,Seattle,WA 98144,2014,5,390000.0,606211.15428571
4.0,2.75,3300,12090,2.0,0,0,3,3300,0,1953,0,Clyde Hill,WA 98004,2014,5,927000.0,382857.74811111
3.0,1.5,1660,15600,2.0,0,0,3,1660,0,1981,2013,Auburn,WA 98001,2014,6,220000.0,276048.84
4.0,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0,Redmond,WA 98052,2014,5,575550.0,559209.0
2.0,1.0,970,4560,1.0,0,0,4,970,0,1907,0,Seattle,WA 98103,2014,6,690000.0,405772.95925926
4.0,1.75,1520,7700,1.0,0,0,4,1520,0,1967,0,Kirkland,WA 98034,2014,7,499950.0,410104.56043956993
3.0,1.5,1660,8797,1.0,0,0,4,1660,0,1956,0,Bellevue,WA 98004,2014,6,712500.0,806192.66666667
3.0,1.75,2430,14607,1.0,0,1,3,1230,1200,1949,1970,Mercer Island,WA 98040,2014,6,762400.0,665709.8
4.0,1.75,1980,10800,1.0,0,0,5,990,990,1948,1985,Mercer Island,WA 98040,2014,6,711000.0,718562.0
3.0,2.0,1490,4800,2.0,0,0,5,1490,0,1948,1985,Seattle,WA 98117,2014,7,437500.0,476591.67692309996
3.0,2.5,1940,8547,1.0,0,0,3,1460,480,1989,0,Kent,WA 98030,2014,5,266000.0,281024.21333332005
3.0,2.25,1410,14110,1.0,0,2,3,1170,240,1987,2000,Snoqualmie,WA 98065,2014,5,352500.0,328184.83333333
3.0,2.5,2840,48716,1.0,0,3,3,1870,970,1994,0,Carnation,WA 98014,2014,6,500000.0,598518.5
4.0,2.0,2290,11137,1.0,0,0,4,2290,0,1955,2009,Bellevue,WA 98004,2014,5,1058000.0,907331.3
4.0,5.0,4550,18641,1.0,1,4,3,2600,1950,2002,0,Sammamish,WA 98074,2014,6,0.0,503319.8462069
3.0,2.25,1920,8223,2.0,0,0,4,1920,0,1989,0,Bothell,WA 98011,2014,7,443000.0,419129.0
4.0,1.5,1490,7560,2.0,0,0,3,1490,0,1966,1963,Des Moines,WA 98198,2014,6,259000.0,239832.09333333
4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,Kirkland,WA 98033,2014,5,655000.0,652039.85
5.0,3.75,3870,8225,2.0,0,0,3,3870,0,1998,2006,Sammamish,WA 98074,2014,6,0.0,741928.03111111
4.0,1.0,1450,6250,1.0,0,0,3,990,460,1964,2000,Seattle,WA 98146,2014,5,277000.0,387269.24849207
4.0,2.0,2250,7500,1.0,0,0,5,1200,1050,1956,0,Bellevue,WA 98005,2014,5,550000.0,640438.98
4.0,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0,Kent,WA 98031,2014,5,290000.0,256777.58767855
2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,Seattle,WA 98133,2014,5,329950.0,345276.39738096
4.0,2.5,2040,22653,2.0,0,0,3,2040,0,2011,0,Seattle,WA 98168,2014,5,350000.0,375501.2466666667
4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,Seattle,WA 98199,2014,5,980000.0,883795.62333333
3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,Renton,WA 98059,2014,5,407500.0,383734.94071429
4.0,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997,Kenmore,WA 98028,2014,5,409500.0,413583.375
2.0,2.25,930,747,2.0,0,0,3,630,300,2007,0,Seattle,WA 98144,2014,6,355000.0,336084.8
2.0,1.0,1240,57000,1.0,0,0,3,1240,0,1962,2003,Sammamish,WA 98075,2014,7,505000.0,301314.67230768
2.0,1.0,830,2699,1.0,0,0,3,830,0,1996,0,Maple Valley,WA 98038,2014,5,175000.0,250901.76888887002
4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,Redmond,WA 98052,2014,5,910000.0,735917.92111111
3.0,1.5,1260,7964,1.0,0,0,4,1260,0,1955,2009,Des Moines,WA 98148,2014,5,245000.0,221647.77875
3.0,2.5,1690,9626,2.0,0,0,3,1690,0,1984,0,Issaquah,WA 98027,2014,6,535000.0,516308.1
4.0,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954,Seattle,WA 98116,2014,7,723000.0,722927.81714286
4.0,2.5,2910,5000,2.0,0,0,3,2910,0,2002,0,Covington,WA 98042,2014,5,395000.0,404783.48
1.0,1.0,850,8050,1.0,0,0,2,850,0,1906,0,Seattle,WA 98118,2014,7,165000.0,251595.65269231
5.0,2.75,3100,10014,1.0,0,2,4,1660,1440,1973,0,Mercer Island,WA 98040,2014,6,975000.0,808972.16666666
3.0,1.0,1150,4825,1.0,0,0,4,1150,0,1957,2001,Issaquah,WA 98027,2014,6,240000.0,257442.03888889
3.0,1.0,1050,7500,1.0,0,0,3,1050,0,1900,2005,Seattle,WA 98136,2014,6,440000.0,330993.4125
3.0,2.25,1490,9600,1.0,0,0,4,1170,320,1987,0,Duvall,WA 98019,2014,5,287000.0,285964.35055555997
3.0,1.75,1750,7020,2.0,0,0,3,1750,0,1934,1978,Black Diamond,WA 98010,2014,7,510000.0,275611.275
3.0,2.5,1970,4036,2.0,0,0,4,1970,0,2003,0,Snoqualmie,WA 98065,2014,6,432000.0,402011.01
2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,Seattle,WA 98103,2014,5,485000.0,391630.67777779
3.0,2.0,2060,4040,1.0,0,0,4,1120,940,1947,1988,Seattle,WA 98103,2014,6,605000.0,580862.88333333
3.0,2.5,2500,7394,2.0,0,0,3,2500,0,1990,2009,Woodinville,WA 98072,2014,7,565000.0,518315.72307691997
3.0,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004,Kirkland,WA 98034,2014,5,420000.0,468041.84285715997
2.0,1.0,930,6380,1.0,0,0,4,930,0,1940,2001,Seattle,WA 98115,2014,7,395000.0,414012.95009259996
3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,Woodinville,WA 98077,2014,5,330000.0,289136.5
4.0,2.5,2040,5523,2.0,0,0,3,2040,0,1999,0,Burien,WA 98148,2014,7,345000.0,326079.58482143
3.0,2.5,2390,1984,2.0,0,0,3,2220,170,2008,0,Issaquah,WA 98029,2014,7,629800.0,662873.8
2.0,1.0,700,6000,1.0,0,0,4,700,0,1949,1985,Shoreline,WA 98155,2014,5,267800.0,264508.795
3.0,1.75,1400,4000,1.0,0,0,3,870,530,1951,1994,Seattle,WA 98117,2014,5,510250.0,496465.44968255
2.0,1.0,860,5040,1.0,0,0,3,860,0,1956,2001,Seattle,WA 98117,2014,7,370000.0,366834.72464388
3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994,Seattle,WA 98119,2014,6,640000.0,549534.42111111
5.0,2.0,1930,9747,1.0,0,0,4,1020,910,1962,0,Kenmore,WA 98028,2014,5,400000.0,361534.0
4.0,3.25,3940,27591,2.0,0,3,3,3440,500,2000,0,Renton,WA 98059,2014,6,725000.0,708262.05
4.0,2.5,2580,6260,2.0,0,0,3,2580,0,2004,2003,Renton,WA 98056,2014,6,374000.0,509366.95
3.0,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001,Shoreline,WA 98133,2014,5,405000.0,357184.56
4.0,1.5,1600,9289,1.0,0,0,4,1600,0,1959,0,Auburn,WA 98002,2014,6,224000.0,223081.03
2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,Woodinville,WA 98077,2014,5,306000.0,209264.995
3.0,2.0,1200,9566,1.0,0,0,3,1200,0,1995,0,Pacific,WA 98047,2014,6,222400.0,269343.80999999004
3.0,1.75,1460,10584,1.0,0,0,3,990,470,1997,0,Seattle,WA 98168,2014,6,240500.0,322087.48666667
4.0,2.5,2840,11044,2.0,0,0,3,2840,0,2001,0,Kirkland,WA 98034,2014,6,585000.0,671811.0
2.0,1.75,1500,6800,1.0,0,0,4,910,590,1942,1982,Seattle,WA 98117,2014,6,437000.0,463845.20555556996
5.0,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0,Seattle,WA 98107,2014,6,646000.0,608676.5
4.0,2.5,1720,9600,1.0,0,0,3,1120,600,1961,2004,Auburn,WA 98092,2014,5,328211.904762,246103.10875
4.0,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005,Seattle,WA 98117,2014,5,575000.0,614568.665
4.0,2.75,3790,10669,2.0,0,0,3,3790,0,1999,0,Sammamish,WA 98075,2014,6,875000.0,860190.0
3.0,2.75,2180,7519,1.0,0,0,4,1310,870,1981,0,Redmond,WA 98052,2014,6,568500.0,549564.0
1.0,1.0,960,40946,1.0,0,0,5,960,0,1945,0,Carnation,WA 98014,2014,5,420850.0,203146.15666666
3.0,1.75,2110,11250,1.0,0,0,4,2110,0,1961,2001,Mercer Island,WA 98040,2014,6,743000.0,712229.0
4.0,2.5,2240,7200,2.0,0,0,3,2240,0,1995,0,Seattle,WA 98118,2014,5,497000.0,432220.515
2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,Seattle,WA 98106,2014,5,295000.0,349504.5
3.0,2.5,1840,9900,1.0,0,0,3,1840,0,1978,0,Bellevue,WA 98007,2014,7,552000.0,576684.66666666
4.0,2.5,3420,30410,2.0,0,0,3,3420,0,1988,2000,Woodinville,WA 98077,2014,6,725000.0,781075.5
2.0,1.5,1200,1259,2.0,0,0,3,1000,200,2013,1923,Seattle,WA 98144,2014,6,455000.0,390408.56
4.0,1.0,1660,34848,1.0,0,0,1,930,730,1933,0,Redmond,WA 98052,2014,5,550000.0,462267.0
3.0,1.0,1090,8520,1.0,0,0,3,1090,0,1967,2011,Federal Way,WA 98003,2014,5,190000.0,207104.37416666
4.0,2.5,1920,8562,2.0,0,2,4,1920,0,1994,0,Enumclaw,WA 98022,2014,7,308950.0,334863.23904762
3.0,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,Seattle,WA 98115,2014,5,345000.0,407895.05071429
4.0,2.5,2540,8400,2.0,0,0,5,2540,0,1977,0,Kent,WA 98032,2014,6,269950.0,344572.57555556
4.0,2.5,1910,7683,2.0,0,0,3,1910,0,1987,2000,Issaquah,WA 98027,2014,6,620000.0,540251.2
2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,Kirkland,WA 98033,2014,5,498000.0,454720.56857143
5.0,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0,Enumclaw,WA 98022,2014,5,297000.0,288749.35428572
3.0,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0,Kirkland,WA 98034,2014,6,435000.0,423159.31428572
4.0,2.0,1470,8395,1.0,0,0,4,1470,0,1965,0,Bellevue,WA 98008,2014,6,445000.0,479038.33333332004
4.0,2.0,1550,4815,1.5,0,0,3,1550,0,1909,2004,Seattle,WA 98103,2014,5,613000.0,573512.5
5.0,2.5,2490,7666,1.0,0,0,4,1490,1000,1989,0,Kent,WA 98031,2014,6,292000.0,336233.63
